Postcode District,Postcode,Latitude,Longitude,pollen_count
CH4,CH4 0AA,53.149273,-3.048395,Low
CH41,CH41 0AA,53.399432,-3.050776,Low
CH42,CH42 0AA,53.38269200000001,-3.027256,Low
CH43,CH43 0BR,53.366349,-3.0683119999999997,Low
CH44,CH44 0AA,53.417112,-3.035443,Low
CH45,CH45 0BR,53.431034999999994,-3.059187,Low
CH46,CH46 0BR,53.400077,-3.111511,Low
CH47,CH47 0BR,53.397831999999994,-3.1696869999999997,Low
CH48,CH48 0BR,53.37279399999999,-3.185489,Low
CH49,CH49 0AB,53.37706899999999,-3.100479,Low
CH5,CH5 1AA,53.211445999999995,-3.0370049999999997,Low
CH6,CH6 5AA,53.249607999999995,-3.134374,Low
CH60,CH60 0AA,53.32966700000001,-3.098808,Low
CH61,CH61 0BR,53.352531000000006,-3.121466,Low
CH62,CH62 0AA,53.312431000000004,-2.9641189999999997,Low
CH63,CH63 0BR,53.324236,-2.992235,Low
CH64,CH64 0BR,53.290352,-3.062664,Low
CH65,CH65 0AA,53.279087,-2.9012919999999998,Low
CH66,CH66 0BR,53.271538,-2.967652,Low
CH7,CH7 1AA,53.167497999999995,-3.14398,Low
CH70,CH70 8AA,53.192746,-2.92259,Low
CH8,CH8 7AA,53.272825,-3.221111,Low
CH88,CH88 3AN,53.194591,-2.874551,Low
CH99,CH99 1AA,53.197727,-2.88448,Low
CM0,CM0 7AA,51.66247,0.829465,Low
CM1,CM1 1AA,51.737213,0.475991,Low
CM11,CM11 1AA,51.634313,0.426925,Low
CM12,CM12 0AA,51.629096000000004,0.4191470000000001,Low
CM13,CM13 1AA,51.63131,0.331983,Low
CM14,CM14 4AA,51.620306,0.30359400000000003,Low
CM15,CM15 0AA,51.66598,0.269468,Low
CM16,CM16 4AA,51.700005,0.112977,Low
CM17,CM17 0AA,51.783171,0.132258,Low
CM18,CM18 6AA,51.76453400000001,0.10288599999999999,Low
CM19,CM19 4AA,51.76786,0.090013,Low
CM2,CM2 0AA,51.728346,0.466991,Low
CM20,CM20 1AA,51.771744,0.093959,Low
CM21,CM21 0AA,51.803615,0.137487,Low
CM22,CM22 6AA,51.924541,0.245823,Low
CM23,CM23 1AA,51.93708400000001,0.151522,Low
CM24,CM24 1AA,51.881181,0.22061599999999998,Low
CM3,CM3 1AA,51.785641,0.46871,Low
CM4,CM4 0AA,51.670158,0.382675,Low
CM5,CM5 0AA,51.710728,0.24419000000000002,Low
CM6,CM6 1AA,51.87233300000001,0.362739,Low
CM7,CM7 0AA,51.876265000000004,0.566457,Low
CM77,CM77 6AA,51.878201000000004,0.508011,Low
CM8,CM8 1AA,51.79873900000001,0.639027,Low
CM9,CM9 4AA,51.741545,0.69003,Low
CM92,CM92 1LA,51.769357,0.061252999999999995,Low
CM98,CM98 1AA,51.752184,0.518844,Low
CM99,CM99 1AA,51.717498,0.500728,Low
CO1,CO1 1AA,51.890875,0.900905,Low
CO10,CO10 0AA,52.051421999999995,0.7419859999999999,Low
CO11,CO11 1AA,51.945725,1.060732,Low
CO12,CO12 3AA,51.937681,1.279763,Low
CO13,CO13 0AA,51.838108,1.246584,Low
CO14,CO14 8AA,51.849346999999995,1.2717200000000002,Low
CO15,CO15 1AA,51.786572,1.1389690000000001,Low
CO16,CO16 0AA,51.865181,1.150865,Low
CO2,CO2 0AA,51.860463,0.9083889999999999,Low
CO3,CO3 0AA,51.889123,0.844137,Low
CO4,CO4 0AA,51.894476,0.9178540000000001,Low
CO5,CO5 0AA,51.81012800000001,0.7533380000000001,Low
CO6,CO6 1AA,51.900327000000004,0.746582,Low
CO7,CO7 0AA,51.811528,1.024884,Low
CO8,CO8 5AA,51.970896,0.7759159999999999,Low
CO9,CO9 1AA,51.940032,0.628486,Low
CR0,CR0 0AA,51.34034000000001,-0.0050609999999999995,Low
CR2,CR2 0AA,51.347927,-0.089572,Low
CR3,CR3 0AA,51.307715,-0.083207,Low
CR4,CR4 1AA,51.410383,-0.147321,Low
CR44,CR44 1AA,51.382348,-0.132875,Low
CR5,CR5 1AA,51.313815999999996,-0.136376,Low
CR6,CR6 0AB,51.279515,-0.07400000000000001,Low
CR7,CR7 6AA,51.394377,-0.115797,Low
CR8,CR8 1AA,51.33853,-0.110651,Low
CR9,CR9 0AA,51.333332,-0.003872,Low
CR90,CR90 9AF,51.375716,-0.091863,Low
CT1,CT1 1AA,51.284437,1.0944479999999999,Low
CT10,CT10 1AA,51.3602,1.436801,Low
CT11,CT11 0AA,51.332772,1.404852,Low
CT12,CT12 4AA,51.334184,1.314635,Low
CT13,CT13 0AA,51.273666,1.3339219999999998,Low
CT14,CT14 0AA,51.220414,1.374689,Low
CT15,CT15 4AA,51.196657,1.267052,Low
CT16,CT16 1AA,51.13219,1.307001,Low
CT17,CT17 0AA,51.128301,1.3067950000000002,Low
CT18,CT18 7AA,51.100905,1.1650719999999999,Low
CT19,CT19 4AA,51.084922,1.1557540000000002,Low
CT2,CT2 0AA,51.295435999999995,1.1108120000000001,Low
CT20,CT20 1AA,51.078612,1.177144,Low
CT21,CT21 4AB,51.07514000000001,1.076658,Low
CT3,CT3 1AA,51.273657,1.215341,Low
CT4,CT4 5AA,51.256728,1.111451,Low
CT5,CT5 1AA,51.358987,1.025199,Low
CT50,CT50 1AA,51.08097100000001,1.141477,Low
CT6,CT6 5AA,51.362158,1.120951,Low
CT7,CT7 0AA,51.350915,1.259204,Low
CT8,CT8 8AA,51.383573999999996,1.344955,Low
CT9,CT9 1AA,51.387851,1.3827770000000001,Low
CV1,CV1 1AA,52.412217999999996,-1.5107760000000001,Low
CV10,CV10 0AA,52.52675,-1.46076,Low
CV11,CV11 4AA,52.52274,-1.464642,Low
CV12,CV12 0AA,52.479994999999995,-1.489558,Low
CV13,CV13 0AA,52.603551,-1.422505,Low
CV2,CV2 1AA,52.447368999999995,-1.445427,Low
CV21,CV21 1AA,52.379803,-1.250443,Low
CV22,CV22 5AA,52.369659999999996,-1.2560950000000002,Low
CV23,CV23 0AA,52.410993,-1.238271,Low
CV3,CV3 1AA,52.405331,-1.483144,Low
CV31,CV31 1AA,52.286494,-1.532455,Low
CV32,CV32 4AA,52.287062,-1.534409,Low
CV33,CV33 0AA,52.146059,-1.384042,Low
CV34,CV34 4AA,52.282392,-1.589223,Low
CV35,CV35 0AA,52.219771,-1.5156040000000002,Low
CV36,CV36 4AA,52.062901000000004,-1.624889,Low
CV37,CV37 0AA,52.195103,-1.709656,Low
CV4,CV4 0AA,52.412217999999996,-1.5107760000000001,Low
CV47,CV47 0AL,52.24569,-1.401148,Low
CV5,CV5 6AA,52.397616,-1.534643,Low
CV6,CV6 1AA,52.416887,-1.5267950000000001,Low
CV7,CV7 7AA,52.390968,-1.660161,Low
CV8,CV8 1AA,52.341799,-1.5787360000000001,Low
CV9,CV9 1AA,52.5766,-1.546667,Low
CW1,CW1 1AA,53.08933100000001,-2.431667,Low
CW10,CW10 0AA,53.187363,-2.444489,Low
CW11,CW11 0AA,53.144358999999994,-2.3656,Low
CW12,CW12 1AA,53.164825,-2.215346,Low
CW2,CW2 5AA,53.080126,-2.434336,Low
CW3,CW3 0AA,52.988926,-2.507577,Low
CW4,CW4 7AA,53.202612,-2.358191,Low
CW5,CW5 5AA,53.068215,-2.521507,Low
CW6,CW6 0AA,53.158773,-2.668241,Low
CW7,CW7 1AA,53.190148,-2.5245130000000002,Low
CW8,CW8 1AA,53.171092,-2.5160669999999996,Low
CW9,CW9 5AA,53.261328000000006,-2.508699,Low
CW98,CW98 1AD,53.087987,-2.4306229999999998,Low
DA1,DA1 1AA,51.4447,0.20961999999999997,Low
DA10,DA10 0AA,51.449904,0.308232,Low
DA11,DA11 0AA,51.442728,0.367722,Low
DA12,DA12 1AA,51.441275,0.370194,Low
DA13,DA13 0AA,51.372245,0.36248800000000003,Low
DA14,DA14 4AA,51.426481,0.105038,Low
DA15,DA15 0AA,51.43585,0.101123,Low
DA16,DA16 1AA,51.462949,0.114474,Low
DA17,DA17 5AA,51.49077,0.147253,Low
DA18,DA18 4AA,51.496327,0.14927200000000002,Low
DA2,DA2 6AA,51.440498,0.23959299999999997,Low
DA3,DA3 7AA,51.387833,0.302304,Low
DA4,DA4 0AA,51.369382,0.21349200000000002,Low
DA5,DA5 1AA,51.44178,0.14999,Low
DA6,DA6 7AA,51.450268,0.138786,Low
DA7,DA7 4AA,51.463460999999995,0.133805,Low
DA8,DA8 1AA,51.49237,0.165883,Low
DA9,DA9 9AA,51.448679,0.277068,Low
DD1,DD1 1AA,56.462189,-2.973622,Low
DD10,DD10 0AA,56.756236,-2.469021,Low
DD11,DD11 1AA,56.558624,-2.5804080000000003,Low
DD2,DD2 1AA,56.455404,-2.9930529999999997,Low
DD3,DD3 0AA,56.487277,-2.989014,Low
DD4,DD4 0AA,56.48535,-2.931606,Low
DD5,DD5 1AA,56.468389,-2.8770759999999997,Low
DD6,DD6 8AA,56.440072,-2.941802,Low
DD7,DD7 6AA,56.502635,-2.711642,Low
DD8,DD8 0AA,56.64375500000001,-2.890715,Low
DD9,DD9 6AA,56.733617,-2.659057,Low
DE1,DE1 0AA,52.91504000000001,-1.4661389999999999,Low
DE11,DE11 0AA,52.774533,-1.557911,Low
DE12,DE12 6AA,52.734667,-1.532738,Low
DE13,DE13 0AA,52.820921,-1.6657919999999995,Low
DE14,DE14 1AA,52.802901,-1.636491,Low
DE15,DE15 0AA,52.814776,-1.608291,Low
DE2,DE2 0AA,52.891343000000006,-1.44259,Low
DE21,DE21 2AU,52.947353,-1.441945,Low
DE22,DE22 1AA,52.930364000000004,-1.483903,Low
DE23,DE23 1BT,52.898084,-1.509696,Low
DE24,DE24 0AA,52.890964000000004,-1.444215,Low
DE3,DE3 0AB,52.902936,-1.557212,Low
DE4,DE4 1AA,53.217634,-1.673202,Low
DE45,DE45 1AA,53.216312,-1.672898,Low
DE5,DE5 0DA,53.024811,-1.4548860000000001,Low
DE55,DE55 1AA,53.07621700000001,-1.400008,Low
DE56,DE56 0AB,53.00778100000001,-1.42905,Low
DE6,DE6 1AA,53.01576899999999,-1.735321,Low
DE65,DE65 5AA,52.864911,-1.628112,Low
DE7,DE7 0AA,52.975427,-1.3178290000000001,Low
DE72,DE72 2AA,52.861284999999995,-1.384914,Low
DE73,DE73 1AA,52.819371,-1.421475,Low
DE74,DE74 2AA,52.841513,-1.284565,Low
DE75,DE75 7AA,53.01389399999999,-1.353351,Low
DE99,DE99 3AA,52.91504000000001,-1.4661389999999999,Low
DG1,DG1 1AA,55.069708,-3.6095919999999997,Low
DG10,DG10 0AA,55.333678000000006,-3.444118,Low
DG11,DG11 1AA,55.092905,-3.331171,Low
DG12,DG12 5AA,54.98774,-3.2645779999999998,Low
DG13,DG13 0AA,55.150903,-3.000755,Low
DG14,DG14 0AB,55.075037,-3.006503,Low
DG16,DG16 5AA,54.99615,-3.067007,Low
DG2,DG2 0AA,55.070915,-3.619555,Low
DG3,DG3 4AA,55.240975,-3.791492,Low
DG4,DG4 6AA,55.36466899999999,-3.918604,Low
DG5,DG5 4AA,54.932373999999996,-3.8220410000000014,Low
DG6,DG6 4AA,54.83606700000001,-4.049812,Low
DG7,DG7 1AA,54.94282,-3.927239,Low
DG8,DG8 0AA,54.883019,-4.816111,Low
DG9,DG9 0AA,54.905102,-5.034962999999999,Low
DH1,DH1 1AA,54.777564,-1.5739969999999999,Low
DH2,DH2 1AA,54.876588,-1.576975,Low
DH3,DH3 1AA,54.896436,-1.576035,Low
DH4,DH4 4AA,54.843221,-1.471234,Low
DH5,DH5 0AA,54.814080000000004,-1.447729,Low
DH6,DH6 1AA,54.783531,-1.507464,Low
DH7,DH7 0AA,54.828419,-1.707688,Low
DH8,DH8 0AA,54.861392,-1.847091,Low
DH9,DH9 0AA,54.869071999999996,-1.6959110000000002,Low
DH97,DH97 1AA,54.792717,-1.53502,Low
DH98,DH98 1AA,54.934641000000006,-1.615103,Low
DH99,DH99 1AA,54.792726,-1.535031,Low
DL1,DL1 1AA,54.52209499999999,-1.550751,Low
DL10,DL10 4AA,54.406732,-1.733884,Low
DL11,DL11 6AA,54.401394999999994,-1.811532,Low
DL12,DL12 0AA,54.608015,-2.0017009999999997,Low
DL13,DL13 1AA,54.765197,-2.2207060000000003,Low
DL14,DL14 0AA,54.660323,-1.725962,Low
DL15,DL15 0AA,54.71032099999999,-1.690839,Low
DL16,DL16 6AA,54.698876,-1.602581,Low
DL17,DL17 0AA,54.68229,-1.537755,Low
DL2,DL2 1AA,54.512391,-1.467173,Low
DL3,DL3 0AA,54.551219999999994,-1.548096,Low
DL4,DL4 1AA,54.63196800000001,-1.6517970000000002,Low
DL5,DL5 4AA,54.625078,-1.5637889999999999,Low
DL6,DL6 1AA,54.338060999999996,-1.429634,Low
DL7,DL7 0AA,54.389603,-1.490693,Low
DL8,DL8 1AA,54.290255,-1.5940940000000001,Low
DL9,DL9 3AA,54.379358999999994,-1.743785,Low
DL98,DL98 1AA,54.527511,-1.559699,Low
DN1,DN1 1AA,53.522994999999995,-1.134898,Low
DN10,DN10 4AA,53.445098,-0.8494290000000001,Low
DN11,DN11 0AA,53.475915,-1.065038,Low
DN12,DN12 1AA,53.483681000000004,-1.189419,Low
DN14,DN14 0AA,53.69279,-1.031981,Low
DN15,DN15 0AA,53.620984,-0.566366,Low
DN16,DN16 1AA,53.582529,-0.655417,Low
DN17,DN17 1AA,53.58462700000001,-0.658115,Low
DN18,DN18 5AA,53.685627000000004,-0.44899399999999995,Low
DN19,DN19 7AA,53.6767,-0.379679,Low
DN2,DN2 4AA,53.528994,-1.125752,Low
DN20,DN20 0AA,53.565535,-0.549563,Low
DN21,DN21 1AA,53.389635,-0.773515,Low
DN22,DN22 0AA,53.32885600000001,-0.8222870000000001,Low
DN3,DN3 1AA,53.57869399999999,-1.067696,Low
DN31,DN31 1AA,53.565808999999994,-0.084143,Low
DN32,DN32 0AA,53.55299399999999,-0.08276,Low
DN33,DN33 1AA,53.549181000000004,-0.096729,Low
DN34,DN34 4AA,53.56484200000001,-0.10320399999999999,Low
DN35,DN35 0AA,53.552066,-0.018673,Low
DN36,DN36 4AA,53.534606000000004,-0.028905,Low
DN37,DN37 0AA,53.54449399999999,-0.125013,Low
DN38,DN38 6AA,53.59800600000001,-0.392152,Low
DN39,DN39 6AA,53.616299,-0.33021799999999996,Low
DN4,DN4 0AA,53.519856999999995,-1.1387909999999999,Low
DN40,DN40 1AA,53.620081000000006,-0.200047,Low
DN41,DN41 7AA,53.57870500000001,-0.17440999999999998,Low
DN5,DN5 0AA,53.545494999999995,-1.1466459999999998,Low
DN55,DN55 1AA,53.512921999999996,-1.125721,Low
DN6,DN6 0AA,53.612668000000006,-1.151838,Low
DN7,DN7 4AA,53.583569999999995,-1.019765,Low
DN8,DN8 4AA,53.614038,-0.970173,Low
DN9,DN9 1AA,53.520576,-0.805182,Low
DT1,DT1 1AA,50.71528,-2.444281,Low
DT10,DT10 1AA,50.930245,-2.297914,Low
DT11,DT11 0AA,50.802169,-2.2283020000000002,Low
DT2,DT2 0AA,50.778197,-2.573195,Low
DT3,DT3 4AA,50.613879,-2.494671,Low
DT4,DT4 0AA,50.612146,-2.459223,Low
DT5,DT5 1AA,50.56058,-2.445422,Low
DT6,DT6 3AA,50.734352,-2.7596060000000002,Low
DT7,DT7 3AA,50.727063,-2.9380919999999997,Low
DT8,DT8 3AA,50.809787,-2.740959,Low
DT9,DT9 3AA,50.948512,-2.514091,Low
DY1,DY1 1AA,52.511888,-2.088439,Low
DY10,DY10 1AA,52.38709,-2.250474,Low
DY11,DY11 5AB,52.391552000000004,-2.2618,Low
DY12,DY12 1AA,52.395584,-2.3215630000000003,Low
DY13,DY13 0AA,52.335398,-2.28383,Low
DY14,DY14 0AA,52.368739,-2.5044,Low
DY2,DY2 0AA,52.480751,-2.0826189999999998,Low
DY3,DY3 1AA,52.535219999999995,-2.103679,Low
DY4,DY4 0AB,52.544332999999995,-2.036865,Low
DY5,DY5 1AA,52.475162,-2.102248,Low
DY6,DY6 0AA,52.491526,-2.188518,Low
DY7,DY7 5AA,52.461746999999995,-2.205017,Low
DY8,DY8 1AA,52.457193000000004,-2.147821,Low
DY9,DY9 0AA,52.379562,-2.1174169999999997,Low
E1,E1 0AA,51.512496999999996,-0.052098,Low
E10,E10 5AA,51.572162,-0.008666,Low
E11,E11 1AA,51.564032,0.008813,Low
E12,E12 5AA,51.551884,0.0462,Low
E13,E13 0AA,51.52927800000001,0.0233,Low
E14,E14 0AA,51.509978000000004,-0.015009999999999999,Low
E15,E15 1AA,51.544028999999995,-0.0020629999999999997,Low
E16,E16 1AA,51.507712,0.022878,Low
E17,E17 0AA,51.585503,-0.018014,Low
E18,E18 1AA,51.591999,0.026576999999999996,Low
E1W,E1W 1AA,51.506796,-0.07280299999999999,Low
E2,E2 0AA,51.526051,-0.06692999999999999,Low
E20,E20 1AA,51.547896,-0.007389,Low
E3,E3 2AA,51.530229999999996,-0.028907,Low
E4,E4 0AD,51.63325,0.008156,Low
E5,E5 0AA,51.557186,-0.049165,Low
E6,E6 1AA,51.53758,0.040295,Low
E7,E7 0AA,51.554412,0.019655000000000002,Low
E77,E77 1AD,51.513948,-0.069129,Low
E8,E8 1AA,51.547998,-0.061661,Low
E9,E9 5AA,51.541787,-0.022468000000000002,Low
E98,E98 1AD,51.508024,-0.06439299999999999,Low
EC1A,EC1A 1AA,51.525135999999996,-0.11118299999999999,Low
EC1M,EC1M 3AB,51.521357,-0.106597,Low
EC1N,EC1N 2AD,51.51807,-0.10852,Low
EC1P,EC1P 1AA,51.524503,-0.11208800000000001,Low
EC1R,EC1R 0AA,51.523378,-0.10686199999999996,Low
EC1V,EC1V 0AA,51.523383,-0.100112,Low
EC1Y,EC1Y 0AA,51.52158,-0.095358,Low
EC2A,EC2A 1AA,51.520707,-0.08759600000000001,Low
EC2M,EC2M 1BB,51.516838,-0.084732,Low
EC2N,EC2N 1AA,51.514782000000004,-0.08491900000000001,Low
EC2P,EC2P 2AA,51.524503,-0.11208800000000001,Low
EC2R,EC2R 5AA,51.5172,-0.089805,Low
EC2V,EC2V 5AA,51.515359000000004,-0.092623,Low
EC2Y,EC2Y 5AA,51.516961,-0.096113,Low
EC3A,EC3A 1AA,51.513402,-0.081218,Low
EC3B,EC3B 0AB,51.51403,-0.081823,Low
EC3M,EC3M 1AA,51.510603,-0.085599,Low
EC3N,EC3N 1AA,51.512896999999995,-0.077403,Low
EC3P,EC3P 3AA,51.524503,-0.11208800000000001,Low
EC3R,EC3R 5AA,51.510220000000004,-0.082531,Low
EC3V,EC3V 0AA,51.512741999999996,-0.084414,Low
EC4A,EC4A 1AA,51.516996999999996,-0.10881300000000001,Low
EC4M,EC4M 4YA,51.51528,-0.10339000000000001,Low
EC4N,EC4N 1HP,51.513504,-0.09200599999999999,Low
EC4P,EC4P 4AA,51.524503,-0.11208800000000001,Low
EC4R,EC4R 0AA,51.51074000000001,-0.089614,Low
EC4V,EC4V 2AA,51.511247,-0.094809,Low
EC4Y,EC4Y 0AA,51.512615000000004,-0.104841,Low
EC50,EC50 0AB,51.524503,-0.11208800000000001,Low
EC88,EC88 1AA,51.526579,-0.080993,Low
EH1,EH1 1AA,55.95365,-3.1881060000000003,Low
EH10,EH10 1AQ,55.94225600000001,-3.2140150000000003,Low
EH11,EH11 1AA,55.940557,-3.21686,Low
EH12,EH12 0AA,55.94861700000001,-3.323956,Low
EH13,EH13 0AA,55.907286,-3.249746,Low
EH14,EH14 1AA,55.93302900000001,-3.2373689999999997,Low
EH15,EH15 1AB,55.95579100000001,-3.1212419999999996,Low
EH16,EH16 4AA,55.931265,-3.145676,Low
EH17,EH17 7AA,55.907911999999996,-3.133998,Low
EH18,EH18 1AA,55.882523,-3.113898,Low
EH19,EH19 2AA,55.87528399999999,-3.106546,Low
EH2,EH2 1AA,55.95507900000001,-3.193675,Low
EH20,EH20 0AA,55.873723,-3.1042799999999997,Low
EH21,EH21 6AA,55.943137,-3.056013,Low
EH22,EH22 1AA,55.892996,-3.072863,Low
EH23,EH23 4AA,55.847713,-3.054797,Low
EH24,EH24 9AA,55.850659,-3.13714,Low
EH25,EH25 9AA,55.862004000000006,-3.1673009999999997,Low
EH26,EH26 0AA,55.831555,-3.227407,Low
EH27,EH27 8AA,55.887288,-3.4208839999999996,Low
EH28,EH28 8AA,55.92312800000001,-3.397646,Low
EH29,EH29 9AA,55.95623000000001,-3.4049730000000005,Low
EH3,EH3 0SP,55.961296999999995,-3.202036,Low
EH30,EH30 9AA,55.983111,-3.380704,Low
EH31,EH31 2AA,56.034825,-2.831282,Low
EH32,EH32 0AA,55.970636999999996,-2.956836,Low
EH33,EH33 1AA,55.945243999999995,-2.9540759999999997,Low
EH34,EH34 5AA,55.909638,-2.895148,Low
EH35,EH35 5AB,55.910683999999996,-2.950399,Low
EH36,EH36 5PA,55.866539,-2.884777,Low
EH37,EH37 5AH,55.864288,-2.9665340000000002,Low
EH38,EH38 5XB,55.780271,-2.964692,Low
EH39,EH39 4AA,56.05816899999999,-2.722718,Low
EH4,EH4 1AB,55.959483,-3.225575,Low
EH40,EH40 3AA,55.987002000000004,-2.6563779999999997,Low
EH41,EH41 3AA,55.955542,-2.781759,Low
EH42,EH42 1AA,56.000926,-2.515305,Low
EH43,EH43 6AA,55.624798,-3.013212,Low
EH44,EH44 6HA,55.619521999999996,-3.0621259999999997,Low
EH45,EH45 6AA,55.651923,-3.187818,Low
EH46,EH46 7AA,55.731868999999996,-3.381279,Low
EH47,EH47 0AA,55.85828000000001,-3.7182480000000004,Low
EH48,EH48 1AA,55.903091,-3.6380739999999996,Low
EH49,EH49 6AA,55.976409999999994,-3.587196,Low
EH5,EH5 1AB,55.980273,-3.222226,Low
EH51,EH51 0AA,56.017374,-3.6082400000000003,Low
EH52,EH52 5AA,55.934474,-3.47126,Low
EH53,EH53 0AA,55.892729,-3.481433,Low
EH54,EH54 0AA,55.885068000000004,-3.5121580000000003,Low
EH55,EH55 8AA,55.85241,-3.569772,Low
EH6,EH6 4AA,55.977168999999996,-3.1812150000000003,Low
EH7,EH7 4AA,55.958456999999996,-3.183544,Low
EH8,EH8 7AA,55.955162,-3.15005,Low
EH9,EH9 1AF,55.93459300000001,-3.193589,Low
EH91,EH91 5AA,55.923227000000004,-3.3051180000000002,Low
EH95,EH95 1AB,55.97861999999999,-3.25352,Low
EH99,EH99 1SP,55.952064,-3.174589,Low
EN1,EN1 1AA,51.651916,-0.077106,Low
EN10,EN10 6AA,51.728652000000004,-0.025341,Low
EN11,EN11 0AA,51.764846999999996,-0.0072689999999999986,Low
EN2,EN2 0AA,51.657493,-0.08219,Low
EN3,EN3 4AA,51.644743,-0.053271000000000006,Low
EN4,EN4 0AA,51.650092,-0.149417,Low
EN5,EN5 1AA,51.643012,-0.17103800000000002,Low
EN6,EN6 1AA,51.699296999999994,-0.18976700000000002,Low
EN7,EN7 3JZ,51.660577,-0.079978,Low
EN8,EN8 0AA,51.707875,-0.036855,Low
EN9,EN9 1AA,51.686303,-0.013732,Low
EX1,EX1 1AA,50.723724,-3.527604,Low
EX10,EX10 0AA,50.718356,-3.2885760000000004,Low
EX11,EX11 1AA,50.750893,-3.2803970000000002,Low
EX12,EX12 2AA,50.71218,-3.07354,Low
EX13,EX13 5AA,50.781849,-2.997452,Low
EX14,EX14 0AA,50.799361,-3.1872849999999997,Low
EX15,EX15 1AA,50.858021,-3.393102,Low
EX16,EX16 0AA,50.904098,-3.4859269999999998,Low
EX17,EX17 1AA,50.795063,-3.6506819999999998,Low
EX18,EX18 7AA,50.91611500000001,-3.869896,Low
EX19,EX19 8AA,50.91147,-4.073475,Low
EX2,EX2 4AA,50.720411,-3.527171,Low
EX20,EX20 1AA,50.739145,-4.003362,Low
EX21,EX21 5AA,50.779166,-4.1909019999999995,Low
EX22,EX22 6AA,50.810466999999996,-4.3537099999999995,Low
EX23,EX23 0AA,50.788388,-4.551558,Low
EX24,EX24 6AA,50.740982,-3.07072,Low
EX3,EX3 0AA,50.68222,-3.463831,Low
EX31,EX31 1AA,51.079612,-4.061283,Low
EX32,EX32 0AA,51.052924,-4.047727,Low
EX33,EX33 1AA,51.108653000000004,-4.16259,Low
EX34,EX34 0AA,51.202401,-4.029657,Low
EX35,EX35 6AA,51.229347,-3.8346139999999997,Low
EX36,EX36 3AA,51.017426,-3.835774,Low
EX37,EX37 9AA,50.996059,-3.9847099999999998,Low
EX38,EX38 7AB,50.956425,-4.147343,Low
EX39,EX39 1AA,51.035731,-4.241366999999999,Low
EX4,EX4 0AA,50.761811,-3.491482,Low
EX5,EX5 1AA,50.709424,-3.4508120000000004,Low
EX6,EX6 6AA,50.733027,-3.6777620000000004,Low
EX7,EX7 0AA,50.583664,-3.460786,Low
EX8,EX8 1AA,50.619296999999996,-3.4117910000000005,Low
EX9,EX9 6AA,50.630718,-3.334818,Low
FK1,FK1 1AA,56.001996,-3.7847769999999996,Low
FK10,FK10 1AA,56.117076000000004,-3.794084,Low
FK11,FK11 7AA,56.15080699999999,-3.854346,Low
FK12,FK12 5AA,56.153638,-3.8008839999999995,Low
FK13,FK13 6AA,56.153527000000004,-3.746605,Low
FK14,FK14 7AA,56.162286,-3.670091,Low
FK15,FK15 0AA,56.186477000000004,-3.9634690000000004,Low
FK16,FK16 6AA,56.18767,-4.0586269999999995,Low
FK17,FK17 8AA,56.243778000000006,-4.2164480000000015,Low
FK18,FK18 8NA,56.324932999999994,-4.327884,Low
FK19,FK19 8NP,56.385383,-4.2754389999999995,Low
FK2,FK2 0AA,55.983676,-3.727156,Low
FK20,FK20 8QL,56.417574,-4.4490680000000005,Low
FK21,FK21 8RA,56.452852,-4.3341959999999995,Low
FK3,FK3 0AA,56.00940500000001,-3.7206050000000004,Low
FK4,FK4 1AA,56.000891,-3.8873300000000004,Low
FK5,FK5 3AA,56.019678000000006,-3.833325,Low
FK6,FK6 5AA,56.020776,-3.909608,Low
FK7,FK7 0AE,56.092994999999995,-3.9163650000000003,Low
FK8,FK8 1AA,56.126163,-3.941682,Low
FK9,FK9 4AA,56.134252000000004,-3.960983,Low
FY0,FY0 1BR,53.754603,-3.00801,Low
FY1,FY1 1AA,53.81878199999999,-3.051657,Low
FY2,FY2 0AA,53.858077,-3.038518,Low
FY3,FY3 0AA,53.824335999999995,-3.001404,Low
FY4,FY4 1AA,53.79884000000001,-3.053329,Low
FY5,FY5 1AA,53.87601899999999,-3.042522,Low
FY6,FY6 0AA,53.92451,-2.997055,Low
FY7,FY7 6AA,53.924339,-3.008959,Low
FY8,FY8 1AA,53.748695,-3.030495,Low
G1,G1 1AB,55.860737,-4.244422,Low
G11,G11 5AA,55.874897,-4.3072989999999995,Low
G12,G12 0AA,55.886632999999996,-4.316773,Low
G13,G13 1AA,55.892720999999995,-4.328508,Low
G14,G14 0AA,55.876262,-4.345219999999999,Low
G15,G15 6AA,55.90745,-4.355503,Low
G2,G2 1AA,55.86101,-4.24947,Low
G20,G20 0AA,55.89782099999999,-4.301572,Low
G21,G21 1AA,55.874962,-4.2240269999999995,Low
G22,G22 5AA,55.883801,-4.257361,Low
G23,G23 5AA,55.899069999999995,-4.279525,Low
G3,G3 2EY,55.869057,-4.276149,Low
G31,G31 1AA,55.85769300000001,-4.224303,Low
G32,G32 0AA,55.85955600000001,-4.154945,Low
G33,G33 1AA,55.88348000000001,-4.165209,Low
G34,G34 0AA,55.86360300000001,-4.106538,Low
G4,G4 0AA,55.868634,-4.241903,Low
G40,G40 1AA,55.851063,-4.233078,Low
G41,G41 1AA,55.84878199999999,-4.288223,Low
G42,G42 0AA,55.826462,-4.241583,Low
G43,G43 1AA,55.82054100000001,-4.3042050000000005,Low
G44,G44 3AA,55.817542,-4.260002,Low
G45,G45 0AA,55.807582999999994,-4.230986,Low
